LRP2	6843.08705865228	-10.0869382991811	0.476869112669857	-21.1524253326184	2.62113360429684e-99	5.00688941092783e-95
FST	6191.13798645776	-9.72988716781642	0.50532337093397	-19.2547737300039	1.28735824755206e-82	8.19703908157984e-79
MKI67	1085.23615836664	-6.08102186586527	0.315813045744543	-19.2551319453223	1.27848569229015e-82	8.19703908157984e-79
TOP2A	1300.86254285032	-6.25455860592794	0.325881587005557	-19.1927339724821	4.25646621702041e-82	2.0326754419381e-78
TUB	1398.13994546471	-6.206599569006	0.327055668662782	-18.9771961280557	2.63276299558426e-80	1.00582077483301e-76
ESM1	3321.13002827841	-8.46696627492356	0.447419965542654	-18.9239795426974	7.2377630715969e-80	2.3042625032274e-76
TC2N	1290.6771021403	6.45377260478887	0.353729913768582	18.244916117021	2.27085206356439e-74	5.42222701477586e-71
SATB2	1502.31002310355	-5.24415320265964	0.2890064883344	-18.1454514494906	1.39484311615327e-73	2.96047702275109e-70
PAG3	4629.31022258511	-11.8874342010065	0.667598635253369	-17.8062589904711	6.31950668664146e-71	1.00596013940188e-67
PFKFB3	1660.37589250152	6.06548093420868	0.343308147100785	17.6677453926779	7.43079245269093e-70	1.09186921101002e-66
MAFF	1038.17711924418	5.86410493928815	0.332143367924255	17.6553425586551	9.25703243700876e-70	1.26305595436958e-66
PAG19	14112.4172664131	-12.1701257985389	0.698303993517892	-17.4281200043389	5.04784240690406e-68	6.02649285354259e-65
JUNB	6056.59432429097	5.47122991768941	0.314445035878552	17.399638389593	8.30253808114652e-68	9.32912249565064e-65
SOX9	1144.02229029872	7.25443838414227	0.421454916514071	17.2128455497566	2.12717698107136e-66	2.25740748291251e-63
CTSL	18349.1706780429	-10.7825136857611	0.633836977625382	-17.0114935959667	6.74949117966178e-65	6.78572529020522e-62
ADRB2	838.718005057698	7.2788907332271	0.428564041246609	16.984371138685	1.07196401833341e-64	1.02383283391024e-61
PRXL2A	1405.76067547837	-5.55941816624754	0.328684636037	-16.9141406585908	3.53941725797409e-64	3.21952135532481e-61
RCC1	1626.89376363489	-5.14164556156146	0.304384526012089	-16.8919413510438	5.15775908226028e-64	4.47834154496981e-61
EGLN3	2555.81618596267	5.33322478791278	0.318886762873282	16.7245097910573	8.68881527476564e-63	7.21624997298145e-60
RACGAP1	1311.90295649334	-5.01611933251534	0.301506954579816	-16.6368279614176	3.7707067666075e-62	3.00116836065569e-59
CCDC3	710.124629439362	5.33832202128851	0.325349880334259	16.4079421692241	1.67797056571276e-60	1.18713310171278e-57
P2RY1	698.481442524965	-5.7973173072328	0.361814088359595	-16.0229175528153	8.8403165123701e-58	6.03099021497477e-55
ACSL6	920.589157435979	-5.99141130392329	0.378773291555506	-15.8179349956761	2.34043813081786e-56	1.49023497249609e-53
PLA2G7	874.789398235036	-8.04970897328515	0.511442043302529	-15.7392398194444	8.14158644632221e-56	5.01679304185958e-53
PAGE4	1872.97628147122	-10.6138265101672	0.675620422132271	-15.7097479035192	1.29693797442612e-55	7.74190912108994e-53
PDPN	1716.34897796191	5.50750221300438	0.353647964813944	15.5734028213676	1.10375710962936e-54	6.38908130549701e-52
HIC2	784.358269751766	-4.33250505722409	0.281188504709215	-15.40783134682	1.44996649107742e-53	8.14625291545911e-51
EXO5	672.74186168234	-6.7876644901889	0.441220952418412	-15.383821763188	2.10167454505112e-53	1.14703391884476e-50
GCA	2234.32642027289	-5.2884155824867	0.343968050332814	-15.3747290696615	2.41852971766686e-53	1.28329874074646e-50
PLA2G15	3391.76569588565	-6.69772067181687	0.435945091020094	-15.3636795316228	2.86823077880635e-53	1.41849388834114e-50
GATA2	671.927242674578	-5.00337618588918	0.325675908633501	-15.3630528180079	2.89609787693983e-53	1.41849388834114e-50
SH3BGRL2	2817.5400978296	-4.74573758250528	0.309270012519038	-15.3449652096908	3.82764534643873e-53	1.82789203519181e-50
AMOT	1883.41399437509	-4.63084971719583	0.302734667690937	-15.2967275023932	8.03988319784277e-53	3.74580119134616e-50
EFEMP1	1366.58384889626	9.96942966072016	0.652767342831153	15.2725619169017	1.16504490782456e-52	5.298735197444e-50
TNS4	1989.44345878776	7.88355246936966	0.517110838554836	15.2453823853349	1.76695474930055e-52	7.84938828398585e-50
SLC5A6	604.045441966055	-4.71948225336212	0.311456137423215	-15.1529595544594	7.24301279228055e-52	3.07457845240318e-49
TBC1D2B	1394.01712731641	-4.01906348681267	0.266137305349428	-15.1014660704398	1.58372546556911e-51	6.57659213984806e-49
BTBD3	1101.04606373343	-4.26685834544479	0.283378496046674	-15.0570999739585	3.1009414226575e-51	1.2603017671405e-48
FKBP5	1584.1465013065	5.44425394135534	0.363364775337756	14.9828885760729	9.49968376497631e-51	3.7804783183037e-48
LY6G6C	2628.89914950431	6.36995597948511	0.425262865591877	14.9788671781146	1.00922588218289e-50	3.93433322478726e-48
DUSP1	4038.08777395415	4.34321845331495	0.290571142444954	14.947177537211	1.62491538540609e-50	6.08610464549551e-48
LAMA3	1827.09130342917	6.02358051358209	0.40297457276846	14.9477930386518	1.60996868451574e-50	6.08610464549551e-48
RND3	3345.20185312001	4.58284674554274	0.308861314175925	14.8378787993254	8.33501016913084e-50	3.06183392789879e-47
ENTPD1	5007.85083433239	-7.01482648178022	0.473497573860718	-14.8149153639458	1.17336969961688e-49	4.22900150982672e-47
PLBD1	1626.31272092889	-7.26503667401837	0.495923477456235	-14.6495114756076	1.3568777713851e-48	4.7998294794441e-46
